`title`,`year`,`album`,`songwriter`,`lead_vocals`,`chart_position_uk`,`chart_position_us`,`echo_id`,`energy`,`tempo`,`speechiness`,`key`,`duration`,`liveness`,`mode`,`time_signature`,`loudness`,`danceability`,`self_references`,`social_words`,`positive_emotions`,`negative_emotions`,`cognitive_words`,`articles`,`big_words`,`word_count`,`unique_word_count`,`longest_word`
`Penny Lane`,`1967`,`Magical Mystery Tour`,`McCartney`,`McCartney`,`2`,`1`,`TRQZHEZ13E358A88CE`,`0.4738634963091795`,`113.018`,`0.029688756466626776`,`b`,`180.87138`,`0.12675814779771358`,`minor`,`4`,`-8.909`,`0.6772124440197429`,`4.7`,`5.98`,`1.71`,`0.85`,`2.99`,`12.82`,`13.25`,`222`,`103`,`photographs`
`Piggies`,`1968`,`The Beatles`,`Harrison`,`Harrison`,``,``,`TRORMMY13E35B1D7DF`,`0.4374501762839793`,`92.778`,`0.029509839296147478`,`g#`,`124.26404`,`0.4597598787150223`,`major`,`4`,`-9.833`,`0.5144595223988947`,`0`,`12.61`,`3.6`,`1.8`,`3.6`,`6.31`,`16.22`,`110`,`65`,`everywhere`
`Please Please Me`,`1962`,`Please Please Me`,`Lennon`,`Lennon and McCartney`,`2`,`3`,`TRKKJTI13E3590D141`,`0.5216311710202328`,`139.308`,`0.029001743348161024`,`e`,`120.842`,`0.07455184903400097`,`major`,`4`,`-10.221`,`0.5330869685027114`,`16.53`,`14.88`,`1.65`,`0.83`,`8.26`,`1.65`,`2.48`,`121`,`49`,`complainin`
`Polythene Pam`,`1969`,`Abbey Road`,`Lennon`,`Lennon`,``,``,`TRVPWTT13E357F5D19`,`0.9482835196658195`,`83.306`,`0.17094322409594337`,`e`,`72.61995`,`0.12213497286110028`,`major`,`4`,`-9.585`,`0.5734401525618736`,`0`,`21.05`,`2.63`,`1.32`,`11.84`,`9.21`,`11.84`,`71`,`43`,`killer-diller`
`Rain`,`1966`,`Past Masters Volume 2`,`Lennon`,`Lennon`,`1`,`23`,`TRKALWF13E358E08A7`,`0.7038970585900375`,`108.354`,`0.038129465230639537`,`c`,`181.31546`,`0.31582344256268374`,`major`,`4`,`-8.962`,`0.22705294898451617`,`5.1`,`10.19`,`0`,`0`,`4.46`,`11.46`,`2.55`,`156`,`56`,`everything's`
`Revolution`,`1968`,`Past Masters Volume 2`,`Lennon`,`Lennon`,`1`,`12`,`TRGFJGI13E358F6539`,`0.8316742585207484`,`90.915`,`0.1566737400450965`,`f#`,`204.53832`,`0.2764525248394635`,`major`,`1`,`-10.14`,`0.4291744752378959`,`6.08`,`25.41`,`1.66`,`1.1`,`14.36`,`4.42`,`12.71`,`178`,`77`,`constitution`
`Revolution 1`,`1968`,`The Beatles`,`Lennon`,`Lennon`,``,``,`TRUIFZU13E35B61BEF`,`0.6049374927064797`,`98.942`,`0.034757263730741395`,`a`,`255.68608`,`0.685296427155051`,`major`,`4`,`-9.969`,`0.4204691243176295`,`5.34`,`22.33`,`1.94`,`0.97`,`12.14`,`3.88`,`13.59`,`192`,`77`,`constitution`
`Revolution 9`,`1968`,`The Beatles`,`Lennon`,`N/A`,``,``,`TRKHLVK13E35B78E4D`,`0.6030878863047809`,`82.93`,`0.31018187663011576`,`b`,`501.99465`,`0.8112184069562662`,`minor`,`4`,`-16.06`,`0.18578822586399432`,``,``,``,``,``,``,``,`0`,`0`,``
`Rocky Raccoon`,`1968`,`The Beatles`,`McCartney`,`McCartney`,``,``,`TRSSCWG13E35B2251E`,`0.3494937417761585`,`79.725`,`0.03231648258510722`,`d`,`213.08036`,`0.3363476509397014`,`major`,`4`,`-12.489`,`0.5787910973782135`,`1.68`,`17.23`,`1.68`,`0.84`,`2.94`,`6.72`,`10.5`,`231`,`134`,`somewhere`
`Run for Your Life`,`1965`,`Rubber Soul`,`Lennon`,`Lennon`,``,``,`TRGCHDD13E35AA4861`,`0.7138833993892773`,`88.386`,`0.06292863688334893`,`d`,`141.08689`,`0.053760110363092736`,`major`,`4`,`-9.765`,`0.6648522885665911`,`6.44`,`23.18`,`3`,`0.86`,`5.58`,`5.15`,`3.86`,`230`,`64`,`everything`
`Savoy Truffle`,`1968`,`The Beatles`,`Harrison`,`Harrison`,``,``,`TRXXSZQ13E35B69732`,`0.538065649045623`,`120.76`,`0.04906964805541769`,`b`,`174.44526`,`0.11271760793601354`,`minor`,`4`,`-11.742`,`0.6253008075071579`,`2.33`,`11.63`,`2.33`,`0.58`,`8.72`,`7.56`,`8.72`,`161`,`83`,`montelimat`
`Sexy Sadie`,`1968`,`The Beatles`,`Lennon`,`Lennon`,``,``,`TREIOBG13E35B46861`,`0.6077639201602864`,`75.817`,`0.02936755349029796`,`e`,`195.26485`,`0.08765974634986368`,`minor`,`4`,`-10.152`,`0.5806860430919747`,`1.14`,`22.29`,`1.14`,`0`,`9.71`,`7.43`,`8.57`,`166`,`60`,`everything`
`Sgt. Pepper's Lonely Hearts Club Band`,`1967`,`Sgt. Pepper's Lonely Hearts Club Band`,`McCartney`,`McCartney`,`63`,`71`,`TRDVOIY13E35AA7DD1`,`0.6281977520492046`,`94.947`,`0.09725559372644443`,`g`,`122.87955`,`0.8078023049080765`,`major`,`4`,`-9.694`,`0.4489990948637067`,`5.95`,`14.29`,`5.36`,`4.17`,`5.36`,`6.55`,`10.71`,`164`,`88`,`guaranteed`
`Sgt. Pepper's Lonely Hearts Club Band (Reprise)`,`1967`,`Sgt. Pepper's Lonely Hearts Club Band`,`McCartney`,`McCartney, Lennon and Harrison`,``,``,`TRLAZKQ13E35AD6233`,`0.9082781754075212`,`118.752`,`0.04304674265040864`,`a`,`79.04608`,`0.8721746335957953`,`minor`,`4`,`-8.464`,`0.6579885497259698`,`5.06`,`13.92`,`5.06`,`15.19`,`3.8`,`2.53`,`30.38`,`79`,`32`,`sergeant`
`She Came in Through the Bathroom Window`,`1969`,`Abbey Road`,`McCartney`,`McCartney`,``,``,`TRGQKNJ13E357F9176`,`0.7248825706851321`,`80.883`,`0.03553273627570519`,`d`,`118.62159`,`0.35864214559245544`,`major`,`4`,`-9.444`,`0.534212310639866`,`6.4`,`21.6`,`0.8`,`0.8`,`11.2`,`9.6`,`11.2`,`121`,`66`,`department`
`She Loves You`,`1963`,`Past Masters Volume 1`,`Lennon and McCartney`,`Lennon and McCartney`,`1`,`1`,`TRCMZPO13E358B850D`,`0.9089742623102635`,`75.442`,`0.04289740908735795`,`g`,`141.322`,`0.162622340352884`,`major`,`4`,`-6.547`,`0.380974906433859`,`1.26`,`30.67`,`11.76`,`3.36`,`10.08`,`2.1`,`2.1`,`227`,`57`,`sho-o-ould`
`She Said She Said`,`1966`,`Revolver`,`Lennon`,`Lennon`,``,``,`TRNESMY13E35A388DF`,`0.7501823537160083`,`107.001`,`0.03724324758462594`,`d#`,`156.02893`,`0.8576896927158145`,`major`,`4`,`-8.763`,`0.3263214812618258`,`15.17`,`19.66`,`2.25`,`2.81`,`12.36`,`1.12`,`3.37`,`176`,`50`,`everything`
`She's A Woman`,`1964`,`Past Masters Volume 1`,`McCartney`,`McCartney`,``,`4`,`TRWLQTU13E358C9F6C`,`0.5032513544139563`,`88.853`,`0.03157146190945054`,`d`,`182.85669`,`0.08187534256635723`,`major`,`4`,`-10.006`,`0.7245942455771971`,`15.17`,`19.66`,`2.25`,`2.81`,`12.36`,`1.12`,`3.37`,`176`,`50`,`everything`
`She's Leaving Home`,`1967`,`Sgt. Pepper's Lonely Hearts Club Band`,`McCartney`,`McCartney, with Lennon`,``,``,`TRPJZZV13E35ABDE1C`,`0.18643339280671828`,`127.557`,`0.03616869675926715`,`e`,`215.14404`,`0.11553420838244098`,`major`,`4`,`-12.623`,`0.37597128585098283`,`6.25`,`19.2`,`2.23`,`2.68`,`5.36`,`5.36`,`16.07`,`222`,`128`,`thoughtlessly`
`Something`,`1969`,`Abbey Road`,`Harrison`,`Harrison`,`4`,`1`,`TRIXQDL13E357C8FF6`,`0.3428261875906235`,`67.399`,`0.02967017717830972`,`c`,`182.282`,`0.1177808674243454`,`major`,`4`,`-11.3`,`0.42984077228318596`,`12.8`,`17.6`,`3.2`,`0`,`13.6`,`3.2`,`8`,`125`,`49`,`something`
`Strawberry Fields Forever`,`1967`,`Magical Mystery Tour`,`Lennon`,`Lennon`,`2`,`8`,`TRUVEDY13E358A430E`,`0.4957456371161193`,`97.564`,`0.18757966079844307`,`a#`,`247.30077`,`0.07142309168242517`,`major`,`4`,`-13.014`,`0.3891563968576171`,`10.31`,`4.64`,`0.52`,`2.06`,`9.79`,`1.03`,`15.46`,`192`,`66`,`misunderstanding`
`Sun King`,`1969`,`Abbey Road`,`Lennon`,`Lennon`,``,``,`TRIBQUA13E357F1EE2`,`0.1654098147541542`,`74.996`,`0.030684061237062077`,`d`,`146.25914`,`0.10566193995065803`,`major`,`4`,`-18.574`,`0.4908205891728221`,`0`,`4.55`,`4.55`,`0`,`0`,`6.82`,`27.27`,`44`,`31`,`phoenetically`
`Taxman`,`1966`,`Revolver`,`Harrison`,`Harrison`,``,``,`TRRVDQN13E3591D6FA`,`0.5786273860580097`,`134.035`,`0.0681195833477577`,`f`,`158.85016`,`0.2676174181693087`,`major`,`4`,`-8.958`,`0.5001001354588888`,`14.07`,`11.11`,`0.74`,`0`,`11.85`,`9.63`,`4.44`,`133`,`66`,`thankful`
`Tell Me What You See`,`1965`,`Help!`,`Lennon and McCartney`,`Lennon and McCartney`,``,``,`TRPDPAJ13E358424D0`,`0.8048350450190285`,`136.59`,`0.04298261675067455`,`c`,`157.962`,`0.08490335706779846`,`major`,`4`,`-8.653`,`0.5929908269654373`,`12.43`,`19.46`,`1.08`,`0`,`17.84`,`0.54`,`3.24`,`185`,`61`,`through`
`Tell Me Why`,`1964`,`A Hard Day's Night`,`Lennon`,`Lennon`,``,``,`TRQEPIL13E3579BF8A`,`0.7094400806104129`,`104.517`,`0.03795466289862731`,`a`,`128.67873`,`0.27368707775856715`,`major`,`4`,`-7.024`,`0.3825618781224164`,`18.39`,`20.11`,`0.57`,`9.2`,`13.22`,`0`,`4.02`,`173`,`65`,`ev'rything`
`The Ballad of John & Yoko`,`1969`,`Past Masters Volume 2`,`Lennon`,`Lennon`,`1`,`8`,`TRYIXDE13E35AE1B49`,`0.949026434440069`,`135.213`,`0.03091435782497448`,`e`,`179.97556`,`0.09895658555578857`,`major`,`4`,`-4.24`,`0.6437468003979332`,`3.81`,`17.46`,`2.54`,`0`,`6.98`,`7.94`,`9.21`,`308`,`139`,`southampton`
`The Continuing Story of Bungalow Bill`,`1968`,`The Beatles`,`Lennon`,`Lennon, with Starkey`,``,``,`TROYBMP13E35AFF51F`,`0.45069131641373594`,`114.768`,`0.0969839150545771`,`c`,`194.14159`,`0.6467944405444936`,`major`,`4`,`-11.127`,`0.6490006009443458`,`0.71`,`16.31`,`0.71`,`5.67`,`5.67`,`7.09`,`17.73`,`139`,`73`,`bullet-headed`
`The End`,`1969`,`Abbey Road`,`McCartney`,`McCartney`,``,``,`TROWSGD13E35802485`,`0.4580794938360978`,`123.622`,`0.07440800742029063`,`g`,`141.60934`,`0.07651906236386503`,`major`,`4`,`-10.746`,`0.6619298899497568`,`3.57`,`10.71`,`7.14`,`0`,`3.57`,`10.71`,`3.57`,`27`,`20`,`tonight`
`The Fool on the Hill`,`1967`,`Magical Mystery Tour`,`McCartney`,`McCartney`,``,``,`TRBISDI13E35885F38`,`0.2518953823042861`,`72.413`,`0.02924651079121604`,`e`,`179.09506`,`0.10168119565913324`,`minor`,`4`,`-11.468`,`0.4712325967844293`,`0`,`16.67`,`1.59`,`0.79`,`11.9`,`14.29`,`7.14`,`123`,`67`,`perfectly`
`The Inner Light`,`1968`,`Past Masters Volume 2`,`Harrison`,`Harrison`,``,`96`,`TRXXYXG13E358E7A68`,`0.5403901317089578`,`103.115`,`0.0331606327334687`,`g#`,`156.13342`,`0.07855414515136949`,`major`,`3`,`-11.077`,`0.41781435341406953`,`6.38`,`2.13`,`2.13`,`0`,`11.7`,`9.57`,`13.83`,`94`,`33`,`travelling`
`The Long and Winding Road`,`1969`,`Let It Be`,`McCartney`,`McCartney`,``,`1`,`TRMMYTE13E35874337`,`0.33686099742722353`,`66.443`,`0.026660734496625038`,`g#`,`218.17424`,`0.06386567491322749`,`major`,`4`,`-10.842`,`0.3759942877540601`,`10.26`,`5.13`,`0`,`3.42`,`5.13`,`8.55`,`5.98`,`115`,`60`,`disappear`
`The Night Before`,`1965`,`Help!`,`McCartney`,`McCartney`,``,``,`TRXSYWQ13E35826A57`,`0.7737754384843765`,`85.025`,`0.03485234727990999`,`d`,`154.93179`,`0.1512466120321412`,`major`,`4`,`-7.332`,`0.4736954192008362`,`12.06`,`15.58`,`5.03`,`2.01`,`5.53`,`8.04`,`5.53`,`189`,`46`,`remember`
`The Word`,`1965`,`Rubber Soul`,`Lennon`,`Lennon, McCartney and Harrison`,``,``,`TRJLJCK13E35A87598`,`0.6508531738499443`,`120.973`,`0.039626422709637954`,`d`,`163.082`,`0.05482885242392292`,`major`,`4`,`-10.258`,`0.5786726173171578`,`7.22`,`10.31`,`6.7`,`0.52`,`4.64`,`13.92`,`5.67`,`193`,`57`,`misunderstood`
`There's a Place`,`1963`,`Please Please Me`,`Lennon and McCartney`,`Lennon and McCartney`,``,``,`TRULSKO13E35919611`,`0.6046109511279096`,`140.962`,`0.028023429775221986`,`e`,`110.47138`,`0.2087807182378299`,`major`,`4`,`-10.605`,`0.47131229108678124`,`13.46`,`6.73`,`0.96`,`5.77`,`5.77`,`4.81`,`6.73`,`100`,`42`,`tomorrow`
`Things We Said Today`,`1964`,`A Hard Day's Night`,`McCartney`,`McCartney`,``,``,`TRBMEVE13E357B40FC`,`0.6004723367891577`,`137.043`,`0.0368687766128627`,`a#`,`155.32363`,`0.10788029498545988`,`major`,`4`,`-8.877`,`0.5548222966546928`,`13.27`,`19.9`,`6.12`,`0.51`,`4.08`,`6.63`,`8.16`,`180`,`70`,`dreaming`
`Think for Yourself`,`1965`,`Rubber Soul`,`Harrison`,`Harrison`,``,``,`TRBRMUD13E35A832A6`,`0.5959412537030304`,`130.447`,`0.029683162884346026`,`d`,`138.50077`,`0.0828868276246488`,`minor`,`4`,`-10.258`,`0.5353229787815901`,`5.42`,`17.24`,`0.99`,`1.48`,`13.79`,`3.45`,`5.42`,`191`,`75`,`yourself`
`This Boy`,`1963`,`Past Masters Volume 1`,`Lennon`,`Lennon, McCartney and Harrison`,``,``,`TRARRIH13E358BF372`,`0.33152262428011736`,`111.033`,`0.029754315700077416`,`d`,`136.07138`,`0.13398593301408948`,`major`,`3`,`-12.33`,`0.6712571849486642`,`2.61`,`24.35`,`5.22`,`3.48`,`9.57`,`1.74`,`2.61`,`109`,`54`,`cry-hi-hi`
`Ticket To Ride`,`1965`,`Help!`,`Lennon`,`Lennon, with McCartney`,`1`,`1`,`TRJEWXD13E35837FE4`,`0.8507688643734068`,`123.477`,`0.06659625258501434`,`a`,`189.67465`,`0.28818483514535387`,`major`,`4`,`-7.287`,`0.5322103491303215`,`8.82`,`16.91`,`4.41`,`1.47`,`9.56`,`5.15`,`2.21`,`259`,`57`,`bringing`
`Tomorrow Never Knows`,`1966`,`Revolver`,`Lennon`,`Lennon`,``,``,`TRDOHGG13E35A51652`,`0.8022981023124485`,`94.895`,`0.03760418056268128`,`c`,`179.53914`,`0.34087432834447834`,`major`,`3`,`-6.618`,`0.3107492942833033`,`0`,`5.94`,`3.96`,`2.97`,`9.9`,`7.92`,`15.84`,`101`,`49`,`existence`
`Two of Us`,`1969`,`Let It Be`,`McCartney`,`McCartney, with Lennon`,``,``,`TRHATTR13E3584DDDD`,`0.714119835649269`,`109.247`,`0.030837408892162965`,`g`,`216.78975`,`0.26198830745675433`,`major`,`4`,`-11.371`,`0.7266361636160489`,`20.9`,`20.34`,`0.56`,`1.13`,`0.56`,`2.26`,`16.95`,`177`,`58`,`stretches`
`Wait`,`1965`,`Rubber Soul`,`Lennon and McCartney`,`Lennon and McCartney`,``,``,`TRYEHYO13E35A9CF17`,`0.4647554343463996`,`127.164`,`0.04080429222984866`,`f#`,`134.71302`,`0.09367299003292555`,`minor`,`4`,`-11.103`,`0.5590847575349815`,`16.36`,`10`,`3.18`,`5.45`,`10.91`,`3.64`,`0.45`,`212`,`56`,`heart's`
`We Can Work It Out`,`1965`,`Past Masters Volume 2`,`McCartney`,`McCartney, with Lennon`,`1`,`1`,`TRGTIGQ13E358D93EA`,`0.6280812874708387`,`106.221`,`0.028976727480726217`,`g`,`135.41832`,`0.18250806212291976`,`major`,`4`,`-10.538`,`0.37534238947821896`,`11.72`,`14.64`,`0.84`,`2.09`,`7.95`,`2.09`,`5.86`,`235`,`80`,`straight`
`What Goes On`,`1965`,`Rubber Soul`,`Lennon`,`Starkey`,``,`81`,`TRJKSUR13E35A8F71B`,`0.8968609465263468`,`97.037`,`0.12611454888939233`,`g#`,`168.56771`,`0.053450745366039144`,`minor`,`4`,`-10.655`,`0.6918371067421455`,`9.68`,`15.67`,`0.92`,`2.3`,`14.75`,`4.15`,`3.23`,`214`,`74`,`someone`
`What You're Doing`,`1964`,`Beatles for Sale`,`McCartney`,`McCartney`,``,``,`TRECISV13E3581EC4D`,`0.5224819746751063`,`129.334`,`0.039359688030644824`,`g`,`150.02077`,`0.057374296003307304`,`major`,`4`,`-9.171`,`0.6987005169610001`,`9.38`,`18.75`,`3.12`,`2.08`,`16.67`,`1.04`,`5.21`,`95`,`48`,`wond'ring`
`When I Get Home`,`1964`,`A Hard Day's Night`,`Lennon`,`Lennon`,``,``,`TRFFMJQ13E357B74B0`,`0.839866219219687`,`125.518`,`0.045408615730066604`,`a`,`136.61995`,`0.4670374661527233`,`minor`,`4`,`-6.97`,`0.5559909805360398`,`14.86`,`10.29`,`1.14`,`0`,`2.86`,`4`,`4`,`161`,`64`,`trivialities`
`When I'm Sixty-Four`,`1967`,`Sgt. Pepper's Lonely Hearts Club Band`,`McCartney`,`McCartney`,``,``,`TRNPGCA13E35ACC674`,`0.23041570464885985`,`140.38`,`0.04484947699610814`,`a#`,`157.64853`,`0.08050168054306174`,`minor`,`4`,`-14.151`,`0.7036014009979518`,`10.77`,`12.82`,`1.03`,`0.51`,`6.15`,`7.18`,`9.74`,`184`,`113`,`grandchildren`
`While My Guitar Gently Weeps`,`1968`,`The Beatles`,`Harrison`,`Harrison`,``,``,`TRXYFEO13E35B05747`,`0.6353794162192014`,`115.043`,`0.029968162646286267`,`e`,`284.99546`,`0.18772877115643707`,`minor`,`4`,`-9.54`,`0.46064672957974984`,`12.98`,`11.45`,`9.16`,`5.34`,`12.21`,`3.05`,`9.16`,`131`,`56`,`controlled`
`Why Don't We Do It in the Road`,`1968`,`The Beatles`,`McCartney`,`McCartney`,``,``,`TRQYSZS13E35B2A1EB`,`0.5718557530322362`,`94.19`,`0.050506927862160156`,`d`,`101.14567`,`0.07119205649713953`,`major`,`4`,`-9.341`,`0.7999762929369896`,`13.64`,`13.64`,`0`,`0`,`9.09`,`9.09`,`4.55`,`22`,`14`,`watching`
`Wild Honey Pie`,`1968`,`The Beatles`,`McCartney`,`McCartney`,``,``,`TROTWJV13E35AFAD97`,`0.7531628163235056`,`89.921`,`0.04166243101883427`,`f`,`52.94975`,`0.7959912008497928`,`major`,`4`,`-11.866`,`0.8014758587220712`,`11.11`,`44.44`,`11.11`,`0`,`0`,`0`,`0`,`9`,`5`,`honey`
`With a Little Help from My Friends`,`1967`,`Sgt. Pepper's Lonely Hearts Club Band`,`Lennon and McCartney`,`Starkey`,`63`,`71`,`TRKSDYY13E35AABE68`,`0.4846028352585511`,`112.025`,`0.03345896783486724`,`c#`,`164.10077`,`0.34107928844950147`,`minor`,`4`,`-9.909`,`0.7057153664236403`,`13.45`,`18.07`,`2.94`,`1.26`,`10.5`,`6.72`,`9.24`,`225`,`84`,`somebody`
`Within You Without You`,`1967`,`Sgt. Pepper's Lonely Hearts Club Band`,`Harrison`,`Harrison`,``,``,`TRFHFVZ13E35AC868A`,`0.4677815191043793`,`126.174`,`0.03291542972144368`,`f#`,`304.66567`,`0.5565633931528352`,`major`,`4`,`-10.69`,`0.34392088061783355`,`6.59`,`22.75`,`4.79`,`0.6`,`8.98`,`5.99`,`8.38`,`152`,`93`,`yourself-then`
`Yellow Submarine`,`1966`,`Revolver`,`McCartney`,`Starkey`,`1`,`2`,`TRHALHN13E35BAA6BE`,`0.5311120746612398`,`110.836`,`0.04159739796306988`,`c#`,`159.7122`,`0.49414569761609584`,`major`,`4`,`-10.763`,`0.6139580515452621`,`13.57`,`19`,`1.36`,`0`,`3.17`,`4.07`,`14.93`,`219`,`73`,`introduction:`
`Yer Blues`,`1968`,`The Beatles`,`Lennon`,`Lennon`,``,``,`TRDYGLR13E35B3A921`,`0.5059154824311267`,`76.561`,`0.05405309770488537`,`a`,`240.43057`,`0.16964818874384952`,`major`,`3`,`-10.918`,`0.2906237399921477`,`11.49`,`8.11`,`0`,`3.38`,`14.19`,`7.43`,`8.11`,`144`,`61`,`suicidal`
`Yes It Is`,`1965`,`Past Masters Volume 1`,`Lennon`,`Lennon, McCartney and Harrison`,`1`,`46`,`TRPIBLN13E358CE1E9`,`0.2953721770570686`,`99.896`,`0.030005172869177754`,`e`,`162.40281`,`0.12263867347020443`,`major`,`3`,`-8.857`,`0.5829314046609113`,`9.09`,`7.49`,`6.95`,`1.07`,`9.63`,`2.67`,`6.95`,`185`,`58`,`understand`
`Yesterday`,`1965`,`Help!`,`McCartney`,`McCartney`,`8`,`1`,`TRZPUOZ13E35848E73`,`0.16898297127224485`,`95.663`,`0.028674374703211714`,`c`,`125.64853`,`0.09260137911866465`,`major`,`4`,`-12.64`,`0.39272087233436115`,`11.9`,`8.33`,`3.57`,`2.38`,`7.14`,`3.57`,`19.05`,`79`,`56`,`yesterday`
`You Can't Do That`,`1964`,`A Hard Day's Night`,`Lennon`,`Lennon`,`1`,`48`,`TRVWUYG13E357BAA85`,`0.8160944893629261`,`129.297`,`0.032952778590774334`,`g`,`154.87955`,`0.32767572430266023`,`major`,`4`,`-6.905`,`0.6141061206550087`,`12.65`,`22.89`,`1.81`,`1.2`,`8.43`,`1.81`,`5.42`,`162`,`71`,`ev'rybody's`
`You Like Me Too Much`,`1965`,`Help!`,`Harrison`,`Harrison`,``,``,`TRSCERL13E3583EB6B`,`0.5717471404615224`,`88.457`,`0.028454056592227384`,`d`,`156.86485`,`0.16750531353967585`,`major`,`4`,`-8.577`,`0.5774423870722613`,`16.91`,`15.94`,`7.25`,`1.45`,`11.11`,`0.48`,`5.31`,`207`,`69`,`there'll`
`You Never Give Me Your Money`,`1969`,`Abbey Road`,`McCartney`,`McCartney`,``,``,`TRUWDQO13E357EE882`,`0.4084434123399194`,`87.725`,`0.028797017156319493`,`a`,`242.96444`,`0.12319783569876817`,`minor`,`4`,`-11.984`,`0.36989380069878786`,`5.48`,`9.59`,`5.48`,`0.68`,`2.74`,`4.79`,`10.27`,`144`,`85`,`investigation`
`You Won't See Me`,`1965`,`Rubber Soul`,`McCartney`,`McCartney`,``,``,`TRCMUGP13E35A7C053`,`0.5475182068322593`,`115.89`,`0.03063600086139112`,`d`,`199.94077`,`0.08695288719923479`,`major`,`4`,`-9.402`,`0.49760031348761835`,`14.01`,`14.01`,`0`,`3.86`,`19.32`,`1.45`,`3.86`,`207`,`80`,`wouldn't`
`You're Going to Lose That Girl`,`1965`,`Help!`,`Lennon`,`Lennon`,``,``,`TRGMJAS13E35833930`,`0.6844121863350101`,`131.956`,`0.03446498204649595`,`e`,`138.65751`,`0.2688161148716514`,`major`,`4`,`-8.434`,`0.5383969441887821`,`3.83`,`28.75`,`1.28`,`8.63`,`4.47`,`1.92`,`1.28`,`311`,`52`,`tonight`
`You've Got to Hide Your Love Away`,`1965`,`Help!`,`Lennon`,`Lennon`,``,``,`TRPFBCK13E35829E06`,`0.3807651149834112`,`92.192`,`0.025839148726193972`,`g`,`129.09669`,`0.089396461279911`,`major`,`3`,`-9.556`,`0.5675341682225771`,`9.73`,`21.24`,`6.19`,`0`,`7.96`,`2.65`,`2.65`,`111`,`63`,`everywhere`
`Your Mother Should Know`,`1967`,`Magical Mystery Tour`,`McCartney`,`McCartney`,``,``,`TRTHRAH13E358926B6`,`0.293252908585445`,`117.612`,`0.03622151932746942`,`e`,`148.40118`,`0.08900899563628224`,`minor`,`4`,`-11.976`,`0.7093373495007941`,`1.57`,`28.8`,`0`,`0`,`20.94`,`5.24`,`0`,`168`,`29`,`before`
